citizenID,mortdue,value,derog,delinq,clage,ninq,clno,debtinc
001203014766,460734,913046,6,2,137.14986,20,54,43.88606
001203014767,370643,843853,3,5,273.23022,15,1,21.21501
001203014768,162728,238864,7,5,319.01236,6,23,63.1467
001203014769,55689,842941,5,4,370.64784,16,55,91.69753
001203014770,409536,992443,6,8,404.67443,1,0,79.7448
001203014771,132179,359467,0,10,437.05948,14,22,89.07043
001203014772,150500,698425,2,10,159.55631,6,78,70.19639
001203014773,181063,857458,6,6,319.26554,2,5,56.34336
001203014774,464711,868328,6,2,152.84387,10,7,75.10662
001203014775,309427,282520,2,8,426.81416,7,13,62.95401
001203014776,284312,288325,7,2,187.74514,4,9,31.98769
001203014777,341194,930844,3,12,163.55351,15,48,35.72228
001203014778,350366,248884,4,2,269.97047,8,43,41.2013
001203014779,419232,438986,1,9,188.40932,14,46,61.00614
001203014780,221295,252864,2,2,232.04027,14,2,47.9122
001203014781,228591,912168,6,12,466.11855,9,34,72.82045
001203014782,79827,650940,8,6,123.06643,7,51,94.96885
001203014783,180162,621729,5,13,227.25963,15,61,74.05688
001203014784,271983,975306,2,13,380.59741,4,8,26.11548
001203014785,413391,215422,6,1,159.73907,18,2,82.25109
001203014786,303921,977580,2,2,361.54949,12,48,14.01872
001203014787,145107,496890,5,12,361.13377,6,77,65.14276
001203014788,146652,556249,4,8,180.40973,11,64,48.78173
001203014789,236902,406977,6,12,154.11102,16,67,57.50372
001203014790,34594,490871,6,12,426.18835,5,21,52.25155
001203014791,425591,692706,6,5,404.33061,16,63,44.9372
001203014792,410207,754234,4,14,362.38538,6,47,99.36035
001203014793,169088,207251,0,0,380.2537,9,73,58.057
001203014794,270876,776639,7,13,383.53767,13,45,10.37012
001203014795,45822,403334,1,5,380.75627,0,43,23.50166
001203014796,465987,688832,0,14,474.75886,16,71,47.01975
001203014797,124157,476162,7,5,347.25477,3,65,25.32301
001203014798,196698,658860,10,14,350.08713,5,47,69.60791
001203014799,47882,225216,6,11,177.24297,2,23,12.60764
001203014800,463963,883616,0,15,142.01247,4,18,94.04164
001203014801,342447,160931,5,12,271.30205,17,21,15.95305
001203014802,293629,304639,8,12,273.61281,8,67,83.76668
001203014803,293971,365294,10,12,217.15288,8,43,42.00456
001203014804,266370,527989,2,3,322.2171,10,48,77.48896
001203014805,366573,666603,0,3,482.88676,5,26,10.89822
001203014806,449014,467488,2,10,163.67338,9,11,72.49775
001203014807,200646,908661,5,15,226.09201,8,50,10.22437
001203014808,411652,347603,0,15,204.02164,12,18,40.04858
001203014809,37049,628072,2,8,112.76861,6,14,91.7514
001203014810,267081,271480,1,2,136.27073,9,6,48.10547
001203014811,179947,253636,4,9,446.82227,3,78,76.77599
001203014812,36578,169272,7,4,359.56024,5,10,84.33865
001203014813,169103,771463,10,3,198.03954,14,25,25.92675
001203014814,238222,792191,0,0,433.1086,18,54,18.206
001203014815,110193,262469,7,13,172.80013,20,27,38.94844
001203014816,352884,283507,1,12,210.34129,0,22,38.72346
001203014817,57060,729287,2,13,303.0289,9,36,75.96385
001203014818,194454,118116,10,7,449.83878,9,4,97.75213
001203014819,450290,372775,0,1,125.9504,12,40,13.33051
001203014820,33257,121675,4,9,268.28092,17,68,10.93038
001203014821,412000,338036,8,15,411.49056,4,24,69.78227
001203014822,260426,986681,9,8,355.46468,6,70,39.05894
001203014823,58895,431279,8,3,211.79139,2,35,29.28068
001203014824,355014,733920,8,0,370.53551,8,44,16.37271
001203014825,105480,893157,0,11,430.76871,3,39,37.5547
001203014826,156181,775575,7,11,352.40093,9,25,14.14573
001203014827,449392,272387,8,5,472.67103,9,42,30.53039
001203014828,403071,108235,4,5,473.91796,13,29,26.79984
001203014829,475802,475712,7,2,485.2079,12,27,23.94688
001203014830,139765,196351,10,6,116.23388,19,38,28.31243
001203014831,274560,175900,9,10,123.81797,8,72,89.86813
001203014832,385966,970078,6,4,164.90527,20,59,94.80457
001203014833,10714,934869,6,1,378.93949,17,17,27.73773
001203014834,253348,614878,0,14,371.103,1,71,34.05943
001203014835,180049,362381,7,11,188.99885,20,17,40.41635
001203014836,413257,798420,10,5,412.42899,4,24,14.94184
001203014837,498096,903218,5,6,453.92877,13,68,51.401
001203014838,350750,902068,9,12,111.95504,20,60,32.85163
001203014839,496450,146754,9,3,114.29975,11,3,82.9744
001203014840,465292,376489,10,11,261.71123,13,61,54.04025
001203014841,159619,385670,9,1,136.48439,18,74,19.84825
001203014842,168404,564582,10,4,284.77836,9,75,31.02753
001203014843,436775,131328,9,1,346.82279,9,80,41.50471
001203014844,156477,269686,0,3,152.00595,7,3,19.67265
001203014845,104264,446950,6,4,381.51168,12,23,64.62094
001203014846,232889,812062,0,11,475.42312,11,36,74.78654
001203014847,328110,514790,2,3,457.45714,5,79,16.25166
001203014848,384951,777782,10,7,211.64245,20,59,72.84595
001203014849,488190,393149,7,12,154.89606,4,57,61.88437
001203014850,265900,957923,7,5,215.14706,11,16,69.55204
001203014851,175102,940244,5,7,261.39059,13,45,73.95616
001203014852,130580,247393,0,10,166.44487,8,51,15.64915
001203014853,467636,188641,7,0,322.14922,16,43,52.22148
001203014854,349426,535754,9,3,402.00144,14,32,54.4196
001203014855,445892,766707,4,6,403.33412,9,62,46.93863
001203014856,29576,341648,10,5,257.81927,17,75,80.62608
001203014857,37130,815501,0,14,384.91028,19,69,29.85163
001203014858,200466,138274,3,10,115.1338,2,31,22.18935
001203014859,350079,987419,9,10,426.854,11,19,60.11212
001203014860,63882,475136,4,8,339.90351,6,36,79.89576
001203014861,258617,800940,1,0,350.76084,2,1,51.20836
001203014862,345806,755479,2,6,468.37677,15,73,49.78168
001203014863,175619,623215,6,6,235.98334,0,32,74.6847
001203014864,156943,365746,6,4,157.91646,15,36,51.60208
001203014865,318373,879259,5,14,446.78312,5,53,28.3794
001203014866,290602,804690,3,11,226.32706,4,72,26.57821
001203014867,383664,984494,1,12,241.26939,8,58,21.41999
001203014868,295775,452058,8,1,242.57174,9,74,62.65613
001203014869,31335,207380,6,7,465.54377,1,23,83.57261
001203014870,75645,379050,5,0,240.5749,9,55,74.61746
001203014871,116664,747445,6,14,494.90108,17,31,22.47915
001203014872,160118,768526,7,12,380.64144,20,20,87.52073
001203014873,397889,656294,9,9,392.49474,10,36,43.27913
001203014874,64191,121335,2,2,359.41362,17,66,95.84756
001203014875,84298,707253,9,9,234.98448,6,64,85.46778
001203014876,288397,805079,6,0,211.53815,12,15,57.01165
001203014877,442227,343520,5,9,435.7036,9,67,15.27506
001203014878,243736,123538,4,11,254.62701,18,7,72.78165
001203014879,226196,543305,9,15,181.49874,4,75,14.52088
001203014880,180440,106788,5,0,454.81788,15,34,15.37269
001203014881,117636,979790,10,9,462.17542,7,43,79.08456
001203014882,310036,661639,6,9,253.64537,3,61,46.15912
001203014883,457891,836339,9,9,466.46387,13,74,90.96455
001203014884,430307,594990,5,14,310.64921,17,69,57.5383
001203014885,34884,908512,4,9,278.74688,11,40,70.00148
001203014886,100303,789215,6,11,186.83755,13,67,37.72348
001203014887,167490,689637,8,11,242.72457,12,58,32.74929
001203014888,448238,961451,7,8,245.54524,13,54,44.39215
001203014889,59380,171013,4,13,321.27076,7,10,86.65212
001203014890,285971,390714,8,10,335.11927,20,1,19.59205
001203014891,275811,940369,6,5,121.21769,17,23,45.35416
001203014892,249035,645076,0,0,436.82592,6,21,53.37862
001203014893,486201,869911,2,6,221.93308,1,1,47.61572
001203014894,328906,259255,2,6,319.31559,0,11,48.21643
001203014895,64205,930311,3,1,129.80342,19,24,85.23727
001203014896,316282,436898,0,1,244.01581,15,72,41.73985
001203014897,200827,279922,2,8,415.24402,9,41,75.4966
001203014898,374713,541103,2,13,125.32535,17,44,41.00216
001203014899,442797,962462,10,4,473.48785,2,16,99.87417
001203014900,384983,827605,7,5,177.51535,16,0,46.23459
001203014901,284338,111162,4,3,299.64436,8,13,61.62141
001203014902,354206,384842,1,13,307.00128,16,29,69.56401
001203014903,181606,999698,7,1,169.45594,14,57,79.69073
001203014904,422285,828170,7,13,169.63453,11,28,13.53187
001203014905,467124,205017,4,4,497.44995,9,16,73.077
001203014906,103112,225252,4,5,290.37822,3,20,56.95578
001203014907,263397,503508,2,12,303.15919,11,37,10.76025
001203014908,151769,192978,4,1,389.16527,2,59,25.5919
001203014909,182013,919902,1,6,283.17071,10,63,60.45125
001203014910,181610,143774,0,6,128.46526,18,46,65.16457
001203014911,295390,603902,5,2,213.32003,7,69,66.48882
001203014912,76580,989960,1,15,125.8462,15,80,27.07502
001203014913,406247,906128,10,0,392.13131,7,9,22.12254
001203014914,147797,727762,0,2,457.78451,16,46,10.29984
001203014915,441179,742879,4,15,447.03523,8,63,73.42428
001203014916,162984,763912,8,1,116.15083,7,50,31.28393
001203014917,261149,439990,7,14,179.45557,12,69,93.79615
001203014918,464891,622418,6,6,436.68582,4,69,85.91068
001203014919,427209,176283,5,0,445.92444,20,45,90.12732
001203014920,129943,294166,8,14,233.54211,13,29,72.3322
001203014921,28109,103768,5,3,230.32416,5,7,31.67949
001203014922,492863,272181,0,5,276.24974,15,57,24.20373
001203014923,249853,925038,8,0,228.94045,7,8,17.89015
001203014924,358318,875611,9,11,171.46895,8,45,82.14137
001203014925,428165,198536,8,13,123.24519,17,22,89.80089
001203014926,77276,422676,1,10,243.5305,14,43,75.91201
001203014927,18964,815442,0,3,153.952,2,22,40.41138
001203014928,228364,796872,3,5,161.47322,2,75,77.39063
001203014929,274588,834847,9,14,321.43346,16,10,21.48157
001203014930,229355,157558,2,12,380.19725,1,34,60.96986
001203014931,44348,956008,0,0,406.86198,9,3,30.35033
001203014932,275002,923612,1,3,252.08545,5,57,76.49498
001203014933,149716,299175,4,4,224.44519,9,43,22.56714
001203014934,135603,275580,1,8,112.47117,7,73,80.02351
001203014935,344139,605469,6,9,221.12805,3,75,76.78398
001203014936,320828,736325,10,13,112.14726,17,51,42.18517
001203014937,68636,926485,3,14,195.01805,10,73,48.32964
001203014938,148178,232323,0,10,347.66814,0,36,49.55069
001203014939,70217,370383,0,12,473.17688,4,76,26.16584
001203014940,67371,154344,3,13,195.86893,9,58,20.64995
001203014941,483330,264850,1,0,440.906,9,14,42.03501
001203014942,403103,535866,5,14,479.093,3,65,51.14047
001203014943,17411,534709,7,5,265.27794,2,72,96.74635
001203014944,159290,250978,3,12,163.36171,20,52,42.43734
001203014945,204879,254070,7,12,467.3307,17,75,39.92126
001203014946,300654,883344,5,1,242.56459,17,58,48.60712
001203014947,180799,899502,5,12,432.85815,2,2,73.93161
001203014948,380795,606643,10,4,275.17566,16,35,96.54123
001203014949,261612,603474,1,15,220.98917,7,22,74.50806
001203014950,295365,241802,6,5,212.77365,11,3,38.33149
001203014951,47786,803779,2,0,184.32455,12,58,64.53055
001203014952,181075,223930,2,8,142.83414,10,59,29.52632
001203014953,352244,850821,9,7,209.24302,9,68,20.12709
001203014954,437977,635346,7,11,197.43601,7,9,81.84534
001203014955,233022,882233,0,7,435.37467,12,27,74.58956
001203014956,214405,310075,4,5,216.22533,17,29,51.35136
001203014957,498680,467032,0,2,158.90626,6,21,45.69015
001203014958,462436,661242,10,14,373.56164,14,20,18.4105
001203014959,331260,845849,0,9,432.75406,17,10,70.76982
001203014960,82123,465397,0,12,177.73158,14,55,47.26648
001203014961,45754,509902,0,3,353.53957,0,28,44.15131
001203014962,35429,929390,5,6,120.61769,7,27,63.60779
001203014963,377880,862772,9,14,131.12937,4,48,20.35341
001203014964,260194,339489,0,4,103.66411,10,3,70.86021
001203014965,385769,968009,8,14,106.24032,2,37,68.42141
001203014966,55468,227271,9,10,320.34681,16,34,30.97294
001203014967,335757,171915,10,10,134.87559,3,80,33.26901
001203014968,163592,967487,4,5,489.94806,2,8,48.92374
001203014969,307741,305790,3,14,105.85951,14,77,48.30593
001203014970,487012,499118,7,15,406.97626,0,78,94.9007
001203014971,32302,333451,10,9,177.66049,4,61,27.48401
001203014972,404984,766970,10,8,124.57942,12,37,58.14438
001203014973,108478,467955,7,15,200.8523,1,51,48.07821
001203014974,294103,101796,5,10,243.64729,10,9,84.56032
001203014975,167078,454017,7,5,141.68305,11,0,45.44274
001203014976,335378,740850,0,0,412.63449,4,76,59.22298
001203014977,40655,216323,0,5,362.54122,17,1,20.65827
001203014978,262326,496139,3,10,172.61252,6,1,22.80826
001203014979,412978,617790,6,15,127.09675,9,24,29.57018
001203014980,269067,820761,8,6,386.21811,10,23,67.63264
001203014981,442941,388266,9,14,179.67701,4,23,97.60307
001203014982,375607,228507,3,11,123.30045,19,60,77.37197
001203014983,432966,234599,0,13,216.02796,0,8,56.799
001203014984,480100,198491,9,1,357.32209,19,39,41.428
001203014985,164566,405233,9,15,345.68894,13,75,41.53358
001203014986,210764,467154,2,4,357.08222,0,56,12.96596
001203014987,361378,202858,10,2,322.93925,10,12,26.14154
001203014988,484116,881495,10,9,275.38179,7,47,73.28722
001203014989,163339,843952,4,14,242.49649,4,52,75.53442
001203014990,299605,585945,6,0,155.23679,20,22,43.3604
001203014991,367412,924187,6,14,207.07959,5,18,10.8246
001203014992,300631,590420,0,11,201.08789,18,52,20.18029
001203014993,476396,599500,3,13,374.16021,4,0,62.92572
001203014994,495656,313546,10,13,496.2558,4,46,80.60674
001203014995,381108,548986,1,11,222.45486,20,66,39.05522
001203014996,119907,157683,7,7,378.94988,2,8,33.50685
001203014997,382549,859981,3,8,152.48276,9,32,61.51046
001203014998,284205,429777,7,4,419.9019,7,25,68.20328
001203014999,108994,378085,4,6,272.94112,10,4,97.82368
001203015000,228052,762749,9,10,134.03489,2,35,34.9375
001203015001,111990,324881,8,11,402.75643,15,76,63.29402
001203015002,148731,922743,8,12,479.23764,13,17,13.6723
001203015003,426566,500966,8,6,314.74199,14,48,48.48838
001203015004,325591,115868,8,11,368.51775,0,59,51.49059
001203015005,73626,975500,3,12,305.75631,19,58,75.56699
001203015006,258046,136694,8,10,469.62019,1,34,60.02649
001203015007,251775,930859,5,6,490.12984,5,22,92.35697
001203015008,139786,959783,8,1,448.7646,12,15,95.01784
001203015009,45727,364645,4,9,428.64613,4,66,13.18228
001203015010,342775,565761,9,12,213.40291,2,75,33.34124
001203015011,405242,945804,9,9,454.0898,7,21,70.09485
001203015012,148813,696540,3,1,323.00313,11,67,42.15226
001203015013,304319,223009,1,1,410.68665,12,67,62.24561
001203015014,170407,134669,9,8,431.15627,15,51,72.89265
001203015015,329139,848902,6,3,381.95075,1,1,78.46842
001203015016,142499,171416,9,1,266.79536,13,77,29.98427
001203015017,313680,836273,2,12,423.23052,6,78,40.6674
001203015018,491437,354750,2,3,325.6595,3,16,25.40689
001203015019,372945,354644,2,15,474.45899,10,19,27.06381
001203015020,498963,445441,6,8,335.54336,3,74,33.55978
001203015021,275073,253790,5,7,461.79666,0,39,10.40827
001203015022,12449,968540,5,5,437.83705,12,68,35.75203
001203015023,295215,996750,6,8,295.17238,6,32,96.27303
001203015024,135696,274072,9,12,407.4414,11,30,40.94833
001203015025,97990,715680,4,7,496.77744,9,76,64.32069
001203015026,460266,600272,10,5,418.92568,17,43,27.31519
001203015027,76090,419515,10,15,114.69432,15,55,43.92161
001203015028,123819,295363,1,2,227.67306,19,29,29.03028
001203015029,164793,117488,3,8,306.70918,13,65,46.56678
001203015030,192238,289172,3,15,333.31338,10,0,70.46154
001203015031,199853,189453,10,6,271.39243,17,53,11.97457
001203015032,354972,784994,7,12,156.25661,15,75,61.20614
001203015033,30801,386482,7,13,490.51377,13,5,56.28843
001203015034,228715,563109,2,7,428.80846,20,58,40.60058
001203015035,254690,897820,6,10,449.00711,15,33,21.54882
001203015036,473369,539628,3,14,431.96469,5,39,73.35073
001203015037,481874,237580,7,2,326.99331,11,1,92.97265
001203015038,387930,256668,5,14,499.02505,18,37,66.21165
001203015039,21910,882015,0,6,147.0571,15,23,62.84495
001203015040,236220,351559,1,14,102.5742,14,62,60.30223
001203015041,125683,530987,3,0,435.79331,16,59,83.36488
001203015042,406586,823106,10,4,284.75459,11,76,33.8291
001203015043,386252,157676,0,4,175.76485,12,76,31.8866
001203015044,284149,415279,4,1,492.72892,9,7,99.10548
001203015045,55021,781526,8,13,407.35458,6,45,15.67107
001203015046,479279,810282,0,15,442.11634,11,17,99.42683
001203015047,485188,165026,2,7,270.42039,20,50,26.00879
001203015048,243852,199665,4,0,142.46285,5,33,62.25386
001203015049,496681,890065,7,5,167.18784,11,16,56.23947
001203015050,326178,837725,2,1,484.72936,8,64,58.73954
001203015051,346935,489183,7,5,482.23622,0,48,96.3181
001203015052,38496,742540,0,1,151.31587,14,34,87.03381
001203015053,212972,149583,3,13,451.06195,0,12,33.19451
001203015054,457339,257272,10,14,233.41226,12,66,59.39899
001203015055,201710,175819,6,2,208.80841,20,56,29.96602
001203015056,216446,882476,6,6,108.47256,5,79,99.57947
001203015057,311178,468470,0,0,238.92963,16,11,64.66787
001203015058,131060,582580,8,0,482.31146,2,46,84.46998
001203015059,257437,377867,8,14,255.06175,17,17,65.8688
001203015060,482391,213143,7,8,375.54372,17,46,74.54634
001203015061,411111,771373,8,9,439.57838,18,42,73.68589
001203015062,406071,234987,8,15,462.64148,4,50,92.08925
001203015063,243049,602806,9,7,365.45079,13,0,60.54296
001203015064,18321,654688,1,6,199.60167,15,13,98.1675
001203015065,76680,934874,4,9,191.83402,4,13,35.22671
001203015066,353203,558653,2,4,294.40487,13,34,70.72615
001203015067,313203,610926,2,6,104.57981,13,1,83.3045
001203015068,137130,349293,0,8,102.14517,3,61,56.59066
001203015069,380627,353722,9,14,271.2396,19,6,40.00612
001203015070,220319,430746,6,14,435.64017,1,43,27.93777
001203015071,421498,194038,0,9,435.0666,20,73,71.53461
001203015072,425955,676561,3,15,410.28517,13,63,92.42897
001203015073,344935,438930,3,4,189.77533,4,37,43.48761
001203015074,373028,707616,7,4,207.02342,17,4,48.79331
001203015075,186617,471235,10,8,196.99261,7,59,21.07464
001203015076,428265,770695,7,5,140.64463,0,9,38.69938
001203015077,34543,334303,8,4,253.50731,19,22,98.06831
001203015078,80830,800698,10,4,142.2983,9,58,95.27214
001203015079,120158,619321,1,8,223.17346,12,2,97.64525
001203015080,366371,297070,10,10,149.44322,9,65,92.3026
001203015081,342304,827553,9,13,366.34869,20,30,13.77616
001203015082,197420,655631,3,7,146.97706,2,49,18.26722
001203015083,442631,455530,6,11,374.18354,14,74,27.24922
001203015084,159970,832974,4,15,157.16567,3,38,88.30267
001203015085,209031,562797,4,9,413.46446,17,20,37.439
001203015086,201441,588544,6,15,266.38501,2,79,13.99711
001203015087,443515,493411,2,5,330.6742,18,74,15.30334
001203015088,165230,186803,5,2,389.09491,10,26,41.72891
001203015089,261593,809027,8,7,472.31254,0,59,85.33268
001203015090,419924,373472,3,12,172.50641,7,7,78.62606
001203015091,17946,291834,1,11,490.02245,19,63,76.04151
001203015092,343863,124060,3,15,136.86785,4,61,22.74885
001203015093,192959,700062,1,1,484.31689,17,16,95.51945
001203015094,191623,723287,9,8,253.3191,12,0,61.99087
001203015095,491091,515643,0,5,103.74756,0,25,18.83036
001203015096,269607,877553,5,0,267.42473,12,59,37.87204
001203015097,434955,332477,6,4,285.26041,16,22,80.1803
001203015098,425945,771679,4,12,259.30821,6,62,66.02344
001203015099,311921,462528,9,1,268.60334,3,42,78.87428
001203015100,459459,258602,7,14,353.10485,12,61,87.27245
001203015101,214547,175366,9,6,165.74265,6,31,23.75623
001203015102,318304,900507,8,8,187.46014,0,3,54.18555
001203015103,331412,168773,5,13,233.15742,19,3,37.0754
001203015104,328933,232165,6,2,115.27823,16,2,79.32002
001203015105,178749,548165,10,5,233.78613,2,10,74.17137
001203015106,354963,962498,3,7,310.04958,17,75,28.0762
001203015107,492876,166143,9,1,405.39403,4,48,68.92437
001203015108,202206,867412,2,15,421.92865,0,74,43.06339
001203015109,275166,913720,1,3,168.79661,8,67,46.61999
001203015110,370605,952725,8,9,372.32422,17,47,92.02484
001203015111,111560,607736,10,0,341.15874,15,44,13.45587
001203015112,65361,134628,0,3,340.00487,6,31,10.75079
001203015113,61358,928682,9,2,103.76361,16,23,13.03282
001203015114,343095,485522,1,2,486.26659,15,33,38.4899
001203015115,39861,893962,9,13,495.60992,3,24,94.86459
001203015116,243801,735789,9,12,410.6939,6,70,99.21377
001203015117,160926,272695,1,6,228.72278,12,24,54.05691
001203015118,419673,699955,9,2,431.94338,7,28,79.11262
001203015119,106060,378510,0,14,259.44144,12,17,87.71757
001203015120,27108,548317,6,8,261.04929,20,77,76.33344
001203015121,23202,252232,9,10,232.15124,14,2,79.68159
001203015122,299983,531789,10,9,144.01901,13,64,72.59575
001203015123,499498,838927,2,0,399.30816,15,47,71.36514
001203015124,239643,190398,4,10,166.75697,1,18,14.67809
001203015125,149994,149327,0,14,410.66187,5,30,16.33308
001203015126,299913,882219,6,8,497.27035,8,37,61.21683
001203015127,163764,300411,9,0,361.98983,7,77,99.88977
001203015128,381002,208456,9,1,261.85825,4,58,11.2352
001203015129,429560,533193,1,3,390.32663,18,62,16.38199
001203015130,224069,560078,6,3,102.03952,0,5,44.57958
001203015131,174329,691980,0,10,480.52111,13,35,86.40788
001203015132,263062,584681,2,11,274.01086,10,63,90.56903
001203015133,54557,314188,5,11,141.43446,19,8,64.5351
001203015134,43994,950202,4,6,156.80154,18,76,80.2857
001203015135,378007,510689,6,9,304.27389,14,47,67.20975
001203015136,464716,405849,8,2,493.02282,5,12,49.60568
001203015137,223798,136793,5,6,177.52358,4,21,13.53591
001203015138,334739,655633,9,12,245.17323,15,43,70.69738
001203015139,87131,240137,10,9,227.85266,16,50,15.78992
001203015140,463928,382030,8,8,447.5822,10,65,96.98885
001203015141,49520,860318,2,10,404.45603,7,48,73.88787
001203015142,312333,581514,8,13,265.01872,10,65,76.93103
001203015143,398733,915035,10,12,208.85136,3,65,25.97677
001203015144,323017,809685,9,5,141.49689,1,31,92.1071
001203015145,153786,143654,7,4,340.09669,0,58,25.57026
001203015146,291142,267726,5,13,445.36775,15,16,57.78453
001203015147,358763,440782,2,1,348.42492,17,13,44.82219
001203015148,184159,645098,6,14,120.06602,19,72,68.51849
001203015149,79284,416456,0,2,489.81675,14,42,91.77074
001203015150,479718,349178,1,14,227.91777,10,45,19.02695
001203015151,360687,863607,10,15,274.53732,9,3,36.909
001203015152,401671,326817,5,6,123.08135,13,34,87.80239
001203015153,116095,569947,5,7,154.16272,12,15,52.04177
001203015154,395531,787930,2,8,345.48871,6,31,52.01726
001203015155,95065,839231,0,10,369.35087,20,9,20.00543
001203015156,427485,930875,4,3,345.6309,3,15,49.94034
001203015157,300362,815341,3,9,110.67612,0,15,94.86635
001203015158,253722,284158,8,6,417.695,11,73,17.2165
001203015159,234215,446466,4,11,405.23889,7,28,59.61621
001203015160,289021,292438,7,4,106.97513,10,3,15.11241
001203015161,350484,536686,3,0,422.06473,13,64,87.66427
001203015162,297533,144281,4,2,299.91275,2,64,70.2951
001203015163,199973,740472,8,0,438.99663,9,51,90.8188
001203015164,247967,715280,7,4,236.57106,20,3,66.78577
001203015165,113391,589538,9,9,131.92704,19,72,15.68055
001203015166,267202,193218,4,7,256.08516,6,75,30.96986
001203015167,15094,681199,5,14,184.65155,10,29,87.0538
001203015168,381207,853007,6,13,349.45688,15,25,52.34703
001203015169,382519,500132,0,3,164.92809,0,4,52.79272
001203015170,412761,749035,8,0,491.0754,6,24,40.83261
001203015171,282813,628236,8,8,442.72388,4,53,22.2477
001203015172,183997,911729,2,10,119.88427,9,4,94.61051
001203015173,53332,630692,1,7,137.22522,8,46,74.50847
001203015174,143700,481768,3,13,353.80569,14,45,66.08857
001203015175,199948,344127,7,15,414.22893,12,12,37.63365
001203015176,479660,586624,3,7,495.61696,6,74,69.02344
001203015177,22262,651279,10,3,444.33839,1,64,15.37424
001203015178,318668,633062,4,10,141.74706,4,36,67.63479
001203015179,55656,880288,4,15,283.57306,17,79,70.19741
001203015180,50920,824223,3,8,298.39149,2,12,92.77767
001203015181,476978,190442,3,13,340.44701,7,41,35.89014
001203015182,365481,741885,1,5,387.30093,0,2,55.05057
001203015183,447744,709030,5,3,272.12886,20,11,70.78205
001203015184,442505,417478,2,5,495.75805,1,40,98.55857
001203015185,53822,588163,2,5,227.40508,13,53,86.38548
001203015186,278707,998743,7,4,217.52317,4,60,84.08322
001203015187,104284,607377,1,12,350.49861,10,68,99.3483
001203015188,122214,255823,2,9,324.88754,13,53,28.39058
001203015189,225798,859461,3,9,302.47125,6,35,91.24275
001203015190,434650,665676,3,9,227.63424,9,75,90.9468
001203015191,255173,844039,8,11,459.0031,20,17,49.33624
001203015192,286178,243164,4,13,292.47139,15,43,47.22836
001203015193,327814,766115,2,9,103.16563,9,15,26.08249
001203015194,326529,164518,1,6,307.29499,17,59,91.2484
001203015195,234044,587844,5,8,114.1801,14,35,27.93021
001203015196,394577,432840,9,13,353.19975,2,17,98.40895
001203015197,371019,589448,5,10,437.45988,14,14,14.31878
001203015198,360933,621586,8,11,412.17445,10,68,97.47863
001203015199,394629,361146,0,12,102.75322,9,48,49.63095
001203015200,52689,817767,6,1,265.18061,17,75,41.52323
001203015201,378303,228217,1,8,115.86728,16,67,91.04095
001203015202,260896,653696,9,4,384.75039,17,4,88.2544
001203015203,459216,255487,6,12,360.13988,14,76,48.84829
001203015204,81072,124190,7,0,414.94376,7,22,55.77593
001203015205,211732,345293,9,12,247.71417,17,9,18.00978
001203015206,329528,602137,10,5,118.94378,19,55,12.60092
001203015207,65230,115054,9,0,491.53069,19,80,37.89785
001203015208,470840,796901,8,15,276.62852,4,13,90.22605
001203015209,297915,827073,10,3,264.99926,18,30,54.67539
001203015210,136251,219083,1,2,185.85532,13,63,54.93003
001203015211,340538,953160,8,14,193.30168,18,54,43.71752
001203015212,460062,761844,0,0,454.76936,13,29,75.06196
001203015213,357789,769554,7,9,427.52547,17,16,58.93953
001203015214,227170,864934,6,9,317.4441,13,26,31.72564
001203015215,362748,220555,1,5,168.33934,9,23,45.40539
001203015216,307778,410839,10,6,254.07795,13,11,45.92842
001203015217,22988,379314,0,15,284.90558,19,66,88.13027
001203015218,437432,162835,1,7,403.85988,13,28,51.65548
001203015219,407415,992646,0,9,175.25558,5,56,79.57755
001203015220,166029,387271,9,0,450.23992,12,74,27.60752
001203015221,10218,592440,7,3,255.92208,16,77,78.61822
001203015222,499226,995920,1,15,461.4995,0,53,27.76517
001203015223,267258,361144,5,12,302.19735,10,5,16.04143
001203015224,201332,351463,1,3,362.18869,16,50,41.57658
001203015225,157728,988485,8,12,239.93444,6,9,15.37682
001203015226,192501,197308,3,1,283.25308,7,68,23.88761
001203015227,282919,981137,7,4,424.83401,16,57,89.89173
001203015228,213483,830232,9,14,124.49716,10,41,18.58386
001203015229,275741,663702,4,15,196.97578,8,16,93.7956
001203015230,56380,422522,8,8,148.03813,10,29,15.87917
001203015231,414994,748731,6,7,286.36937,0,55,61.62519
001203015232,127034,687024,1,11,289.83112,10,27,20.32183
001203015233,72738,847484,4,9,367.9245,11,16,83.67374
001203015234,201035,217814,1,2,313.78329,14,18,27.62996
001203015235,233599,575202,8,5,471.48705,6,80,56.95955
001203015236,255233,732560,5,7,185.27994,15,73,26.71865
001203015237,272354,214584,9,15,432.07045,1,20,69.42396
001203015238,132114,452280,2,3,338.64473,0,9,11.199
001203015239,420242,399183,6,0,343.67378,14,74,99.78539
001203015240,157776,718354,9,15,202.88482,7,32,39.41164
001203015241,231945,572910,6,12,182.82057,3,64,57.6621
001203015242,350103,414954,6,5,359.86539,1,46,37.8755
001203015243,144383,614870,0,15,177.09144,12,48,39.34462
001203015244,187960,284584,5,5,236.50761,6,62,13.64769
001203015245,240883,502130,1,1,195.03407,4,57,82.05837
001203015246,213936,185805,1,10,139.05193,17,23,97.51442
001203015247,65444,592010,6,3,101.24229,0,76,24.46861
